ID,Fecha,Unidad,Region,Actividad,Horas,Recursos,Incidentes,Tiempo,Calidad,Costo,Resultado
381,2024-08-02,E,Norte,130.0,208.8,15,1,15.62,83.7,25923.0,186.1
157,2024-11-14,A,Sur,64.74000000000001,190.4,24,8,19.64,79.1,23072.539999999997,66.024
64,2023-11-12,E,Sur,117.0,175.6,10,1,22.35,88.3,24710.0,167.1
218,2023-12-14,C,Centro,130.0,153.1,9,2,16.21,91.2,24265.0,183.2
341,2024-10-13,E,Norte,62.400000000000006,151.6,11,5,26.42,81.6,20362.079999999998,76.176
17,2023-04-10,C,Sur,136.0,155.8,12,3,17.11,90.9,24600.0,200.1
393,2023-02-02,D,Norte,76.0,169.6,29,3,16.7,91.9,17393.0,86.5
417,2024-03-28,E,Centro,105.0,136.9,21,0,20.16,98.8,19341.0,150.2
229,2023-09-16,E,Sur,131.0,182.2,20,1,15.74,97.5,25653.0,193.5
199,2025-04-18,B,Centro,181.0,132.5,29,3,15.02,93.6,28049.0,265.4
445,2024-11-30,E,Sur,94.38000000000001,147.0,11,4,21.39,82.5,24178.199999999997,114.408
257,2024-01-21,B,Centro,101.0,151.9,29,1,19.35,93.7,19515.0,153.7
11,2024-04-11,B,Norte,82.0,169.6,8,4,17.83,85.5,19720.0,97.8
464,2025-05-03,B,Sur,137.0,157.1,13,2,,81.3,25524.0,194.8
298,2025-01-21,A,Sur,128.0,133.1,33,1,12.16,89.3,22818.0,188.4
364,2023-09-11,B,Centro,136.0,162.9,16,1,9.68,96.1,26726.0,201.9
357,2024-09-19,D,Centro,69.42,191.6,12,6,20.05,82.7,25977.699999999997,95.328
173,2024-01-28,C,Centro,120.0,156.5,17,3,15.41,91.0,23718.0,166.0
482,2025-03-28,A,Norte,156.0,130.8,11,2,21.94,92.0,27344.0,208.7
132,2023-05-19,C,Sur,119.0,194.1,30,2,12.79,91.7,25145.0,169.2
328,2023-10-25,B,Sur,134.0,142.5,22,0,18.5,97.4,23764.0,186.7
36,2025-01-17,E,Centro,70.0,182.0,10,2,17.96,88.8,19723.0,96.1
50,2024-07-20,A,Sur,139.0,143.4,24,1,24.77,91.5,24832.0,191.6
48,2024-07-16,C,Centro,146.0,186.1,9,0,16.31,86.7,30229.0,228.0
92,2024-02-06,B,Sur,145.0,160.3,11,3,18.12,90.5,27677.0,222.1
376,2025-04-01,E,Sur,187.0,148.9,20,0,19.84,94.7,30699.0,280.2
362,2023-04-14,C,Sur,158.0,203.0,22,4,19.26,87.4,29534.0,223.7
444,2023-04-09,D,Sur,95.0,151.9,23,3,16.26,94.5,20969.0,121.4
183,2025-01-12,C,Centro,141.0,172.4,19,5,13.78,93.2,25169.0,203.2
346,2023-08-21,A,Norte,109.0,182.2,9,1,14.65,90.0,23266.0,153.1
75,2024-03-03,E,Centro,115.0,163.9,8,2,21.35,90.0,23401.0,166.1
323,2024-10-02,C,Centro,104.52000000000001,159.1,28,3,22.72,81.6,30304.76,134.568
116,2023-07-07,D,Norte,160.0,176.0,25,2,15.86,92.1,27948.0,243.0
85,2024-01-25,D,Norte,120.0,167.6,32,3,20.03,95.7,26496.0,153.9
425,2024-05-26,D,Norte,105.0,164.6,21,5,11.11,92.0,21235.0,155.8
241,2024-10-25,E,Norte,72.54,172.8,13,6,26.8,87.8,21876.02,89.208
93,2024-12-30,D,Sur,105.0,172.0,15,3,,,21876.0,129.3
363,2025-05-01,B,Sur,88.0,148.3,29,2,15.62,89.7,17280.0,118.8
149,2023-02-02,D,Centro,105.0,190.3,19,5,19.33,91.5,25300.0,124.1
35,2023-09-10,A,Centro,133.0,186.4,18,3,17.31,94.1,24896.0,194.9
343,2023-02-06,D,Sur,126.0,187.6,10,2,18.93,88.7,25534.0,180.0
148,2025-02-18,E,Norte,125.0,146.6,9,2,13.57,93.5,20889.0,186.6
191,2023-08-19,B,Centro,118.0,139.8,27,0,13.38,85.2,20681.0,179.9
186,2023-04-06,C,Centro,122.0,149.6,11,0,14.82,84.5,23211.0,199.6
242,2025-04-06,C,Centro,101.0,151.1,19,1,22.46,97.3,19660.0,149.0
423,2023-07-11,C,Sur,126.0,169.0,21,1,17.61,85.0,23765.0,194.7
73,2024-01-02,E,Centro,117.0,159.5,28,4,15.2,94.0,23477.0,160.0
170,2024-02-02,D,Centro,114.0,159.6,32,1,17.07,92.7,23550.0,169.1
77,2025-02-14,E,Centro,159.0,145.9,16,1,24.03,95.0,27401.0,230.4
474,2023-09-03,E,Centro,127.0,184.1,23,0,19.25,87.9,26176.0,194.2
20,2023-05-11,C,Sur,132.0,156.8,15,1,17.0,92.8,24312.0,204.7
440,2024-05-11,B,Norte,137.0,168.3,18,1,13.71,87.4,24853.0,185.8
311,2023-12-12,D,Sur,129.0,136.0,28,1,14.89,88.6,22257.0,206.1
82,2025-05-21,E,Centro,147.0,179.3,28,1,14.65,89.2,29665.0,213.8
324,2025-02-17,B,Norte,107.0,167.3,11,1,15.54,93.1,22783.0,158.4
10,2023-05-02,A,Norte,155.0,174.5,10,1,12.8,92.7,28590.0,211.2
450,2023-09-13,B,Sur,125.0,159.3,33,2,19.88,95.3,24943.0,168.8
360,2024-02-24,E,Sur,106.0,167.3,25,4,14.13,90.0,22726.0,141.4
107,2024-12-25,C,Sur,124.0,148.5,20,2,20.76,89.3,22647.0,169.6
315,2025-05-13,E,Norte,57.0,181.6,33,2,20.6,87.7,15714.0,63.0
8,2023-01-21,E,Centro,123.0,187.4,14,0,17.19,96.0,23447.0,186.0
269,2025-05-04,B,Norte,86.0,148.8,9,5,20.89,93.7,17842.0,102.3
81,2024-07-15,E,Centro,87.0,155.4,26,1,21.58,94.4,15783.0,119.1
31,2023-06-10,A,Sur,162.0,197.1,21,1,21.09,85.6,31087.0,234.2
451,2023-11-19,D,Norte,142.0,166.7,32,3,16.99,85.8,27670.0,192.9
141,2024-05-04,E,Centro,141.0,166.7,18,4,,95.5,24309.0,193.7
398,2024-01-10,A,Centro,133.0,169.2,25,1,22.15,92.2,25201.0,191.8
361,2024-02-26,A,Centro,143.0,171.3,18,0,16.09,97.4,26297.0,217.1
330,2023-09-20,C,Centro,138.0,172.0,16,3,21.36,88.6,25837.0,191.7
308,2024-10-21,C,Centro,94.38000000000001,170.8,12,5,24.1,80.4,28787.28,131.76
47,2024-11-17,A,Sur,101.4,146.9,23,5,17.119999999999997,86.6,27895.199999999997,130.89600000000002
436,2025-01-14,C,Norte,117.0,166.7,23,3,17.29,91.0,25728.0,162.7
96,2023-07-21,B,Centro,131.0,157.5,27,1,16.64,88.9,23626.0,198.4
282,2023-09-04,E,Norte,137.0,157.9,29,2,16.08,89.5,25067.0,204.8
344,2023-06-09,C,Sur,96.0,209.0,16,2,17.64,89.6,22224.0,143.1
378,2024-12-20,B,Sur,91.0,186.0,18,1,17.4,90.0,22096.0,113.2
401,2024-10-31,D,Norte,102.96000000000001,170.4,25,8,25.16,,29442.179999999997,124.128
251,2024-05-11,E,Centro,163.0,135.6,18,0,22.38,87.9,27200.0,239.2
190,2024-02-11,C,Norte,158.0,163.5,28,0,19.91,89.5,28121.0,245.5
355,2023-04-30,B,Norte,83.0,159.0,16,3,21.38,89.2,18464.0,108.6
438,2023-10-07,E,Sur,134.0,154.8,20,4,13.78,84.5,24984.0,188.1
196,2023-02-05,D,Sur,179.0,148.2,17,3,19.46,93.7,30647.0,256.7
118,2024-05-07,B,Sur,115.0,188.0,9,1,12.99,85.4,23046.0,174.8
448,2023-09-10,E,Norte,129.0,152.3,31,0,15.13,88.7,23374.0,189.9
369,2023-04-09,C,Norte,132.0,191.7,14,2,18.16,90.9,25984.0,191.7
284,2024-03-14,D,Sur,90.0,177.7,31,3,13.81,90.3,24445.0,109.3
342,2024-03-28,B,Norte,121.0,170.3,15,2,18.33,89.6,25177.0,189.6
108,2024-12-20,C,Sur,147.0,161.7,34,2,21.17,90.0,27223.0,217.8
455,2025-01-04,D,Centro,128.0,170.2,32,3,19.11,89.8,24421.0,180.2
354,2023-02-23,B,Sur,118.0,215.9,15,1,20.9,92.4,25662.0,173.1
447,2023-07-10,D,Norte,93.0,186.3,23,3,18.52,92.5,20148.0,113.6
432,2024-01-08,D,Sur,121.0,155.7,18,3,15.78,88.5,25228.0,167.8
180,2024-11-21,D,Sur,61.620000000000005,,12,9,23.22,71.4,23044.219999999998,53.424
280,2024-12-10,E,Centro,75.0,147.3,24,1,15.04,95.7,18402.0,96.5
373,2025-05-27,C,Sur,88.0,159.1,32,0,24.41,87.0,17103.0,110.9
270,2025-01-05,E,Centro,141.0,150.7,29,2,22.35,90.9,25237.0,188.9
62,2024-01-23,D,Centro,81.0,168.9,9,2,16.74,82.8,18241.0,97.3
244,2024-11-02,A,Sur,70.2,174.9,28,6,26.02,77.7,21480.719999999998,84.024
168,2024-05-17,C,Norte,164.0,142.6,8,2,13.08,90.2,27117.0,243.8
465,2024-10-24,C,Norte,100.62,154.5,11,4,22.97,84.9,28465.14,138.31199999999998
63,2024-08-23,A,Centro,151.0,156.8,14,5,16.59,84.7,25760.0,203.8
454,2025-03-03,C,Centro,111.0,170.4,12,2,17.34,90.5,27555.0,163.3
384,2023-10-04,B,Centro,134.0,169.6,22,3,16.68,96.4,26926.0,190.9
483,2024-02-12,B,Centro,124.0,195.4,22,0,19.68,96.9,25685.0,193.4
152,2024-02-11,E,Sur,137.0,122.4,25,3,15.41,87.6,22077.0,202.1
105,2024-12-02,C,Centro,108.0,171.1,29,2,13.93,93.7,21806.0,152.8
419,2025-03-26,C,Centro,147.0,112.5,13,2,20.27,89.4,23961.0,199.3
111,2025-05-28,B,Sur,89.0,185.2,25,3,14.26,89.5,20609.0,109.8
310,2024-02-07,A,Norte,118.0,129.1,14,0,20.3,82.6,21565.0,162.7
391,2024-02-05,A,Norte,140.0,156.9,13,1,18.1,88.2,25694.0,200.3
389,2023-05-15,A,Norte,117.0,139.7,22,2,18.1,88.8,21163.0,139.7
425,2024-05-26,D,Norte,105.0,164.6,21,5,11.11,92.0,21235.0,155.8
46,2023-07-09,D,Centro,133.0,179.0,13,0,20.77,95.3,26469.0,202.1
471,2023-04-14,D,Centro,106.0,163.3,18,0,14.72,100.0,22491.0,147.8
29,2023-07-11,D,Norte,81.0,164.6,16,1,19.66,92.0,19378.0,108.6
314,2023-05-28,C,Centro,150.0,162.7,30,4,17.85,93.4,27045.0,213.8
1,2023-04-13,C,Centro,122.0,178.7,10,1,17.47,81.5,27800.0,172.9
427,2023-06-21,A,Centro,151.0,139.6,10,2,10.26,88.9,25707.0,243.6
166,2023-01-05,B,Norte,148.0,128.4,30,3,18.12,89.7,25657.0,204.3
99,2025-03-26,D,Norte,88.0,173.2,25,2,18.5,96.8,18708.0,121.0
387,2025-06-14,A,Norte,130.0,176.5,8,1,20.7,91.9,25480.0,179.9
19,2024-10-25,A,Sur,120.12,157.1,15,4,22.96,86.1,32815.799999999996,170.928
379,2024-11-11,C,Norte,88.92,153.8,20,4,19.97,82.1,28000.219999999998,110.016
349,2025-03-26,D,Norte,149.0,200.6,30,1,15.3,91.3,29159.0,217.0
90,2024-04-21,A,Sur,101.0,150.4,17,1,22.19,83.9,19979.0,132.5
22,2023-11-05,A,Norte,119.0,131.8,16,2,19.69,88.0,21210.0,174.1
129,2024-10-09,E,Norte,85.02,166.4,29,6,20.21,82.3,24953.46,103.536
201,2023-08-31,E,Norte,126.0,153.0,14,3,16.06,86.5,23691.0,170.4
492,2023-11-17,C,Sur,135.0,147.8,29,3,25.05,95.4,23060.0,179.1
164,2024-10-04,E,Norte,114.66000000000001,184.1,24,3,25.85,79.0,32763.879999999997,146.88
59,2025-04-20,E,Norte,135.0,198.7,20,1,15.11,87.7,26719.0,213.8
359,2024-09-16,C,Centro,78.78,190.6,27,4,22.72,83.0,26144.079999999998,108.14399999999999
230,2023-12-25,A,Norte,142.0,171.9,30,2,15.63,90.4,27409.0,208.7
286,2023-07-03,A,Centro,112.0,189.0,32,1,,95.4,22580.0,148.8
329,2024-09-02,A,Centro,95.94,176.6,26,4,25.11,81.4,30512.44,122.616
380,2023-06-10,B,Sur,94.0,138.4,28,0,23.28,95.1,18705.0,122.1
316,2024-12-11,D,Sur,121.0,153.4,14,2,21.0,94.1,22810.0,162.1
228,2025-01-14,C,Centro,97.0,153.1,11,0,16.79,92.3,19886.0,141.9
67,2025-02-15,A,Norte,161.0,110.7,21,4,19.59,88.6,26639.0,219.7
110,2023-12-04,A,Sur,121.0,203.3,15,2,18.4,85.2,25233.0,175.9
268,2024-07-19,E,Norte,125.0,182.2,31,2,19.57,91.4,25110.0,190.7
54,2023-05-11,B,Norte,130.0,182.5,23,2,21.35,96.5,24877.0,176.3
422,2024-06-30,C,Centro,125.0,168.1,25,2,20.93,87.5,24218.0,172.7
212,2024-07-09,D,Norte,116.0,178.3,16,2,15.27,84.5,23524.0,171.4
84,2023-01-02,E,Sur,113.0,161.6,32,3,17.46,91.7,20242.0,137.4
158,2025-05-21,C,Centro,98.0,150.9,13,3,11.94,97.7,20026.0,140.9
490,2024-11-15,C,Sur,108.42,148.0,31,5,30.2,85.9,26688.059999999998,126.72
9,2024-09-06,B,Sur,127.14,177.7,14,3,23.08,72.0,38103.38,187.2
21,2024-10-23,D,Centro,82.68,136.1,12,5,24.5,76.1,22475.46,104.54399999999998
25,2024-05-06,D,Sur,136.0,154.2,10,1,11.47,85.7,22664.0,202.0
248,2024-11-22,D,Centro,63.18,183.8,8,6,21.56,81.0,23410.02,78.336
33,2023-11-10,C,Norte,115.0,145.2,11,3,15.51,96.5,20443.0,149.4
239,2023-08-22,D,Sur,87.0,164.0,25,3,15.72,96.0,21157.0,107.3
114,2023-08-05,C,Centro,98.0,193.6,21,3,19.72,96.3,22339.0,112.5
345,2023-01-09,D,Norte,138.0,160.9,9,2,18.35,89.6,26225.0,205.4
301,2023-07-20,B,Sur,113.0,153.7,29,0,18.39,92.7,22292.0,165.8
467,2023-06-04,B,Sur,148.0,146.8,26,6,19.22,84.0,23777.0,205.5
109,2025-01-18,D,Centro,107.0,174.4,30,3,19.96,97.3,23038.0,151.7
150,2023-02-17,E,Centro,112.0,155.7,11,2,21.66,86.1,22159.0,151.6
34,2023-01-22,D,Norte,146.0,172.7,13,0,16.13,86.6,28195.0,227.4
88,2025-02-10,B,Sur,159.0,180.7,30,1,20.48,88.9,27907.0,237.6
291,2023-10-07,B,Norte,142.0,160.8,8,2,16.74,93.1,24909.0,203.2
60,2023-06-16,B,Centro,148.0,198.5,31,4,19.51,93.3,28664.0,198.0
207,2024-07-27,A,Norte,106.0,203.9,21,0,19.45,87.8,24073.0,156.5
375,2024-12-06,B,Sur,71.0,166.6,34,1,15.2,94.2,17822.0,110.4
123,2023-03-06,B,Sur,131.0,162.5,22,3,14.1,92.8,24120.0,187.3
319,2024-10-01,B,Centro,100.62,185.8,19,4,25.29,83.2,29488.199999999997,133.776
262,2023-03-22,D,Centro,89.0,167.3,28,1,14.97,91.6,21158.0,121.1
452,2023-05-08,E,Sur,67.0,163.3,19,2,13.34,93.2,15919.0,80.3
453,2023-01-18,B,Sur,92.0,175.5,18,2,16.73,94.7,20133.0,139.0
457,2024-07-23,D,Norte,119.0,131.2,26,1,20.42,92.9,20637.0,172.6
223,2024-01-20,B,Sur,124.0,154.9,18,2,15.9,93.2,24294.0,189.6
477,2024-04-21,C,Sur,109.0,160.6,30,3,12.61,90.3,25144.0,140.8
161,2025-01-08,E,Centro,153.0,142.2,19,1,19.68,89.5,27739.0,214.2
480,2024-06-21,D,Centro,108.0,171.1,17,2,19.97,88.3,20289.0,141.1
495,2024-02-04,C,Norte,88.0,186.7,16,3,18.69,88.2,20831.0,118.9
439,2023-12-15,B,Sur,112.0,140.2,25,3,18.64,91.8,21055.0,162.5
377,2023-06-12,D,Centro,110.0,170.2,26,1,21.76,91.0,22750.0,162.4
78,2023-02-04,D,Norte,165.0,,28,1,15.03,87.2,26025.0,247.9
37,2025-05-06,C,Sur,99.0,166.6,15,2,18.14,94.3,21796.0,133.4
94,2024-07-09,B,Sur,71.0,198.8,29,2,20.35,97.5,19165.0,90.9
120,2023-06-06,C,Norte,130.0,147.3,16,2,17.68,100.0,22096.0,185.9
133,2024-05-13,A,Centro,137.0,181.8,31,3,17.39,90.3,28516.0,197.1
238,2025-03-29,B,Norte,147.0,193.2,11,2,15.89,84.4,29422.0,207.4
478,2024-11-12,E,Norte,74.88,178.5,15,4,21.02,82.5,26349.399999999998,88.128
409,2023-01-27,D,Sur,120.0,162.0,8,4,21.42,98.1,25405.0,162.5
428,2023-08-08,A,Sur,65.0,167.5,13,0,19.54,90.7,16566.0,89.9
172,2025-03-05,B,Sur,94.0,139.3,30,2,14.91,87.4,18646.0,131.8
104,2023-09-09,E,Sur,124.0,143.7,22,3,15.0,87.8,22369.0,175.3
382,2025-03-11,A,Sur,154.0,137.4,15,2,19.02,88.9,26710.0,210.1
411,2023-10-04,D,Norte,96.0,132.9,13,1,19.54,89.2,19171.0,139.8
175,2023-01-15,C,Centro,136.0,192.1,30,1,23.31,97.8,27288.0,199.0
206,2024-07-10,E,Centro,153.0,140.7,25,4,17.33,85.3,25531.0,211.0
24,2023-12-10,E,Norte,90.0,186.5,11,4,16.48,93.9,21135.0,124.4
456,2024-07-19,C,Centro,116.0,144.6,25,2,19.82,87.1,20814.0,142.3
374,2023-12-04,B,Norte,154.0,186.7,17,3,14.21,94.7,28638.0,213.7
113,2025-03-02,E,Norte,125.0,169.8,30,1,14.68,85.9,22527.0,198.5
307,2025-02-09,C,Norte,153.0,171.0,9,3,19.78,92.1,28517.0,202.5
167,2023-08-06,D,Sur,66.0,172.6,33,3,21.7,95.7,17531.0,69.0
215,2023-11-27,B,Sur,95.0,174.4,12,2,18.46,92.2,22889.0,132.3
390,2023-07-14,E,Centro,109.0,165.9,27,2,23.65,88.4,21809.0,144.4
39,2024-04-19,A,Sur,86.0,146.9,21,2,18.6,91.6,18429.0,104.4
121,2023-01-15,C,Sur,124.0,161.0,19,6,21.55,91.6,25010.0,159.1
86,2024-07-19,B,Norte,118.0,155.2,29,1,22.33,86.2,25905.0,159.4
261,2024-09-16,E,Sur,60.84,189.8,22,5,23.94,79.1,22975.78,74.664
311,2023-12-12,D,Sur,129.0,136.0,28,1,14.89,88.6,22257.0,206.1
146,2023-07-20,C,Sur,143.0,167.3,16,2,15.06,90.6,26073.0,207.0
371,2025-05-10,C,Sur,109.0,161.6,32,5,21.17,88.1,20558.0,132.4
278,2024-12-30,D,Centro,123.0,182.5,22,1,17.88,97.6,23023.0,185.3
184,2023-08-29,C,Sur,144.0,152.7,18,1,21.25,86.0,25095.0,213.2
220,2023-08-19,B,Sur,149.0,173.7,16,5,15.72,83.2,26478.0,212.2
16,2024-01-08,E,Sur,180.0,177.4,22,1,16.84,92.7,32464.0,278.8
415,2025-05-28,A,Sur,145.0,165.9,33,0,18.22,89.2,28336.0,228.2
6,2023-03-13,E,Centro,96.0,171.4,24,2,19.41,93.7,22429.0,127.3
125,2025-04-18,A,Centro,102.0,148.1,24,3,14.71,87.3,21622.0,137.4
333,2023-12-12,A,Sur,94.0,141.0,8,1,19.94,92.0,18898.0,121.8
353,2023-06-01,E,Sur,161.0,166.1,33,5,16.63,99.8,28719.0,217.3
40,2023-02-28,A,Centro,108.0,158.9,20,2,18.02,83.7,20717.0,151.9
49,2025-05-25,A,Norte,142.0,174.1,15,1,14.53,96.3,26498.0,201.4
303,2023-07-06,C,Centro,91.0,139.2,17,3,12.56,90.7,19146.0,123.6
300,2024-08-31,D,Centro,182.0,113.1,34,1,17.8,94.3,26489.0,275.9
277,2024-11-14,D,Centro,93.60000000000001,163.5,10,3,21.47,85.8,27914.079999999998,127.58399999999999
100,2023-09-28,B,Centro,82.0,164.9,21,2,16.35,90.3,18950.0,109.4
433,2024-06-01,A,Norte,103.0,147.8,19,1,19.35,93.9,19250.0,144.4
486,2024-05-20,D,Sur,145.0,192.8,14,1,17.88,90.4,28001.0,225.4
74,2024-03-30,E,Centro,102.0,145.0,14,2,18.63,93.5,19792.0,132.8
232,2024-03-31,C,Norte,137.0,136.4,20,2,17.48,92.6,22847.0,197.0
426,2023-01-17,A,Norte,150.0,172.9,20,4,16.44,94.2,27774.0,222.3
309,2025-02-02,D,Sur,125.0,158.8,13,2,15.23,91.7,26204.0,173.2
294,2024-09-01,D,Norte,70.98,160.7,23,6,25.39,84.7,24253.719999999998,83.44800000000001
437,2023-02-06,E,Norte,119.0,177.7,18,0,18.64,89.1,24712.0,165.2
233,2024-02-15,A,Centro,114.0,153.6,9,2,15.5,93.5,22073.0,168.1
396,2025-06-01,C,Norte,134.0,155.0,16,2,17.62,90.3,25643.0,183.9
446,2023-04-26,D,Centro,141.0,186.2,10,0,21.21,94.4,26778.0,218.0
193,2024-10-16,E,Centro,84.24000000000001,170.5,26,3,21.67,88.8,24350.48,111.74399999999999
421,2024-05-30,C,Sur,59.0,165.3,29,1,20.4,89.0,16631.0,66.2
197,2024-06-08,A,Sur,133.0,167.7,24,0,22.17,99.2,23797.0,188.8
134,2024-08-15,A,Sur,107.0,157.7,25,4,18.96,89.3,20512.0,135.4
2,2024-03-11,C,Sur,100.0,120.7,26,2,13.93,93.8,18686.0,144.2
296,2025-06-25,E,Norte,110.0,,24,4,16.6,96.0,21848.0,133.2
178,2025-06-10,D,Norte,90.0,183.9,18,3,19.69,92.2,19668.0,108.0
435,2025-06-10,D,Sur,115.0,205.7,24,1,15.89,83.4,25014.0,162.3
385,2025-03-26,C,Sur,82.0,159.6,18,1,16.13,89.1,17896.0,105.5
45,2025-02-21,C,Centro,118.0,177.4,34,1,18.17,87.5,25198.0,168.1
209,2025-03-06,A,Norte,144.0,180.9,19,1,21.36,98.2,27313.0,208.7
497,2025-06-01,A,Norte,139.0,189.3,17,1,16.6,91.0,25656.0,203.6
226,2024-09-24,E,Sur,100.62,169.4,29,6,25.65,89.9,29640.42,139.608
434,2023-04-09,E,Sur,138.0,176.1,8,2,20.12,88.8,26996.0,190.3
449,2023-06-10,A,Sur,99.0,199.4,34,2,22.95,85.5,23068.0,132.3
488,2025-04-04,C,Sur,90.0,149.1,34,2,16.15,90.0,19029.0,117.7
352,2024-02-08,A,Norte,105.0,171.1,11,3,23.07,91.3,23509.0,140.5
404,2023-12-31,C,Norte,124.0,167.8,27,1,18.66,83.1,23653.0,175.4
331,2025-02-02,D,Sur,71.0,141.4,18,2,18.11,97.6,15374.0,75.5
51,2023-09-01,B,Norte,198.0,138.4,30,0,20.14,91.5,31315.0,284.0
155,2025-03-15,B,Sur,140.0,137.9,20,0,19.55,90.7,23422.0,209.5
131,2023-03-04,C,Norte,117.0,164.7,24,0,15.57,86.1,24081.0,171.1
136,2024-11-05,C,Sur,103.74000000000001,170.5,16,5,21.17,76.9,29710.039999999997,141.98399999999998
65,2023-01-14,E,Centro,139.0,151.2,15,0,20.86,92.7,25202.0,203.2
304,2023-11-22,B,Sur,82.0,112.4,34,1,18.32,90.4,17783.0,107.4
221,2023-07-09,C,Sur,108.0,153.1,16,2,26.76,90.6,21212.0,134.4
165,2025-02-07,C,Norte,175.0,205.4,33,0,17.24,84.5,30265.0,264.5
135,2024-01-27,D,Norte,129.0,196.7,15,2,17.19,91.3,26046.0,188.8
162,2024-09-04,E,Sur,124.80000000000001,175.7,26,5,20.57,78.8,33047.08,179.784
347,2023-04-09,A,Norte,79.0,187.7,20,1,17.12,89.9,20281.0,117.1
200,2024-11-29,B,Centro,112.32000000000001,168.2,23,6,21.88,76.7,28501.719999999998,144.216
429,2023-06-07,A,Norte,100.0,178.1,15,3,16.85,97.4,20628.0,125.6
126,2024-06-04,E,Norte,133.0,185.1,33,3,18.12,88.4,25358.0,181.7
12,2023-08-03,C,Norte,142.0,98.0,11,4,20.2,86.3,25123.0,182.1
208,2024-10-07,B,Norte,103.74000000000001,132.5,10,6,24.6,84.4,27069.199999999997,132.048
321,2023-12-04,A,Centro,102.0,156.3,23,3,20.36,94.9,19728.0,132.3
